,address,country,detailedType.subTypology,detailedType.typology,distance,district,exterior,externalReference,floor,has360,has3DTour,hasLift,hasPlan,hasVideo,latitude,longitude,municipality,neighborhood,newDevelopment,newDevelopmentFinished,numPhotos,operation,price,priceByArea,propertyCode,propertyType,province,showAddress,suggestedTexts.subtitle,suggestedTexts.title,thumbnail,url
1930,"calle de Joan Fiveller, 10",es,sedanCar,garage,14595,Parc Empresarial,False,,,False,False,False,False,False,41.3155588,2.0250892,Viladecans,,False,,1,rent,60.0,4.0,81471472,garage,Barcelona,True,"Parc Empresarial, Viladecans","Garaje en calle de Joan Fiveller, 10",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/79/3a/f2/577562262.jpg,https://www.idealista.com/inmueble/81471472/
1931,"calle de Rocafort, 244",es,motorcycle,garage,2412,Eixample,False,,,False,False,True,False,False,41.3863307,2.1445258,Barcelona,La Nova Esquerra de l'Eixample,False,,1,rent,35.0,3.0,81458517,garage,Barcelona,True,"La Nova Esquerra de l'Eixample, Barcelona","Garaje en calle de Rocafort, 244",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/80/20/22/579411524.jpg,https://www.idealista.com/inmueble/81458517/
1932,"calle de Mallorca, 420",es,carAndMotorcycle,garage,2035,Eixample,False,,,False,False,False,False,False,41.4033477,2.1754162,Barcelona,La Sagrada Família,False,,2,rent,120.0,8.0,81439499,garage,Barcelona,True,"La Sagrada Família, Barcelona","Garaje en calle de Mallorca, 420",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6b/9f/9c/576926987.jpg,https://www.idealista.com/inmueble/81439499/
1933,"calle de sant antoni maria claret, 53 -55",es,sedanCar,garage,2421,Gràcia,False,,,False,False,False,False,False,41.4064779,2.1678762,Barcelona,El Camp d'En Grassot i Gràcia Nova,False,,2,rent,105.0,,31538415,garage,Barcelona,True,"El Camp d'En Grassot i Gràcia Nova, Barcelona","Garaje en calle de sant antoni maria claret, 53 -55",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/69/3e/74/118107016.jpg,https://www.idealista.com/inmueble/31538415/
1934,"calle de Llaceres, 17",es,compactCar,garage,11299,Eixample,False,,,False,False,True,False,False,41.4653584,2.0902655,Sant Cugat del Vallès,,False,,2,rent,70.0,,40136223,garage,Barcelona,True,"Eixample, Sant Cugat del Vallès","Garaje en calle de Llaceres, 17",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e0/06/c7/274522606.jpg,https://www.idealista.com/inmueble/40136223/
1935,"calle d'Olesa, 53",es,motorcycle,garage,4394,Sant Andreu,False,,,False,False,False,False,False,41.4235613,2.1855169,Barcelona,La Sagrera,False,,2,rent,25.0,8.0,81420908,garage,Barcelona,True,"La Sagrera, Barcelona","Garaje en calle d'Olesa, 53",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4b/50/01/576578790.jpg,https://www.idealista.com/inmueble/81420908/
1936,"calle de Casp, 51",es,compactCar,garage,857,Eixample,False,,,False,False,True,False,False,41.3927198,2.1749498,Barcelona,La Dreta de l'Eixample,False,,1,rent,75.0,15.0,28949663,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en calle de Casp, 51",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/71/4e/8f/577692182.jpg,https://www.idealista.com/inmueble/28949663/
1937,"calle de Granada, 2",es,sedanCar,garage,5321,La Florida - Les Planes,False,,,False,False,True,False,False,41.3676235,2.1140222,Hospitalet de Llobregat,Les Planes,False,,2,rent,50.0,3.0,81365749,garage,Barcelona,True,"Les Planes, Hospitalet de Llobregat","Garaje en calle de Granada, 2",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3d/b0/0a/575639837.jpg,https://www.idealista.com/inmueble/81365749/
1938,"calle Miño, 17",es,compactCar,garage,3560,Sarrià-Sant Gervasi,False,,,False,False,True,False,False,41.4046184,2.1395551,Barcelona,Sant Gervasi - La Bonanova,False,,2,rent,120.0,,2387713,garage,Barcelona,True,"Sant Gervasi - La Bonanova, Barcelona","Garaje en calle Miño, 17",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/22/c3/34/16428963.jpg,https://www.idealista.com/inmueble/2387713/
1939,"calle de Miquel Àngel, 118",es,motorcycle,garage,3847,Sants-Montjuïc,False,,,False,False,False,False,False,41.3767185,2.1286533,Barcelona,Sants - Badal,False,,2,rent,35.0,4.0,81213330,garage,Barcelona,True,"Sants - Badal, Barcelona","Garaje en calle de Miquel Àngel, 118",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/62/14/d9/572402178.jpg,https://www.idealista.com/inmueble/81213330/
1940,"calle Mas, 136",es,compactCar,garage,4913,Collblanc,False,,,False,False,False,False,False,41.3702512,2.1179297,Hospitalet de Llobregat,Collblanc,False,,2,rent,70.0,9.0,81137555,garage,Barcelona,True,"Collblanc, Hospitalet de Llobregat","Garaje en calle Mas, 136",https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/9f/0c/ea/597228053.jpg,https://www.idealista.com/inmueble/81137555/
1941,"gran via de les corts catalanes, 508",es,compactCar,garage,1351,Eixample,False,,,False,False,False,False,False,41.381357,2.1579853,Barcelona,Sant Antoni,False,,2,rent,90.0,,32893603,garage,Barcelona,True,"Sant Antoni, Barcelona","Garaje en gran via de les corts catalanes, 508",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3e/12/be/284123716.jpg,https://www.idealista.com/inmueble/32893603/
1942,"plaza de Castella, 4",es,carAndMotorcycle,garage,634,Ciutat Vella,False,,,False,False,True,False,False,41.3846947,2.1658111,Barcelona,El Raval,False,,2,rent,140.0,,40476808,garage,Barcelona,True,"El Raval, Barcelona","Garaje en plaza de Castella, 4",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f8/50/c5/281352175.jpg,https://www.idealista.com/inmueble/40476808/
1943,"calle Comte d´Urgell, 232",es,motorcycle,garage,2107,Eixample,False,,,False,False,True,False,False,41.3896987,2.1488974,Barcelona,L'Antiga Esquerra de l'Eixample,False,,1,rent,45.0,8.0,2349541,garage,Barcelona,True,"L'Antiga Esquerra de l'Eixample, Barcelona","Garaje en calle Comte d´Urgell, 232",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b0/c1/3d/5105504.jpg,https://www.idealista.com/inmueble/2349541/
1944,"calle d'Osi, 10",es,twoCars,garage,4289,Sarrià-Sant Gervasi,False,,,False,False,True,False,False,41.3945874,2.1235601,Barcelona,Sarrià,False,,2,rent,200.0,8.0,26969917,garage,Barcelona,True,"Sarrià, Barcelona","Garaje en calle d'Osi, 10",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d6/c6/35/49024061.jpg,https://www.idealista.com/inmueble/26969917/
1945,"calle de Mozart, 48 -50",es,sedanCar,garage,8463,Fondo,False,,,False,False,True,False,False,41.45324,2.21864,Santa Coloma de Gramenet,,False,,1,rent,90.0,,40369338,garage,Barcelona,True,"Fondo, Santa Coloma de Gramenet","Garaje en calle de Mozart, 48 -50",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/25/72/ab/278980517.jpg,https://www.idealista.com/inmueble/40369338/
1946,"calle Sardenya, 397",es,sedanCar,garage,2486,Horta Guinardó,False,,,False,False,False,False,False,41.4071394,2.1683821,Barcelona,El Baix Guinardó,False,,2,rent,110.0,12.0,2355102,garage,Barcelona,True,"El Baix Guinardó, Barcelona","Garaje en calle Sardenya, 397",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/39/5e/54/76241014.jpg,https://www.idealista.com/inmueble/2355102/
1947,"calle de Mallorca, 414",es,compactCar,garage,2013,Eixample,False,,,False,False,False,False,False,41.4031617,2.1751717,Barcelona,La Sagrada Família,False,,1,rent,100.0,15.0,40301549,garage,Barcelona,True,"La Sagrada Família, Barcelona","Garaje en calle de Mallorca, 414",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/50/c0/75/277603273.jpg,https://www.idealista.com/inmueble/40301549/
1948,"via Augusta, 239",es,compactCar,garage,3420,Sarrià-Sant Gervasi,False,,,False,False,False,False,False,41.3976477,2.1359562,Barcelona,Sant Gervasi - Galvany,False,,1,rent,100.0,,40300114,garage,Barcelona,True,"Sant Gervasi - Galvany, Barcelona","Garaje en via Augusta, 239",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/71/8e/03/277578049.jpg,https://www.idealista.com/inmueble/40300114/
1949,"calle de Béjar, 38",es,motorcycle,garage,2484,Sants-Montjuïc,False,,,False,False,False,False,False,41.3769649,2.1456633,Barcelona,Hostafrancs,False,,1,rent,30.0,10.0,40256586,garage,Barcelona,True,"Hostafrancs, Barcelona","Garaje en calle de Béjar, 38",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/df/69/c2/276820109.jpg,https://www.idealista.com/inmueble/40256586/
1950,"calle de Mallorca, 75",es,carAndMotorcycle,garage,1937,Eixample,False,,,False,False,True,False,False,41.3846612,2.1501785,Barcelona,La Nova Esquerra de l'Eixample,False,,1,rent,115.0,10.0,40244374,garage,Barcelona,True,"La Nova Esquerra de l'Eixample, Barcelona","Garaje en calle de Mallorca, 75",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/99/fd/3f/574199057.jpg,https://www.idealista.com/inmueble/40244374/
1951,"calle Gran de Sant Andreu, 403",es,motorcycle,garage,6187,Sant Andreu,False,,,False,False,False,False,False,41.4395888,2.1884882,Barcelona,Sant Andreu,False,,1,rent,35.0,12.0,40238114,garage,Barcelona,True,"Sant Andreu, Barcelona","Garaje en calle Gran de Sant Andreu, 403",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f8/bc/c1/276479075.jpg,https://www.idealista.com/inmueble/40238114/
1952,Centre - Estació,es,sedanCar,garage,11876,Centre - Estació,False,63450,bj,False,False,True,False,False,41.4655633,2.0797056,Sant Cugat del Vallès,,False,,1,rent,95.0,8.0,36648097,garage,Barcelona,False,"Centre - Estació, Sant Cugat del Vallès",Garaje,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c1/90/38/276474065.jpg,https://www.idealista.com/inmueble/36648097/
1953,viladomat,es,sedanCar,garage,1571,Eixample,False,,,False,False,False,False,False,41.3788973,2.1564806,Barcelona,Sant Antoni,False,,1,rent,100.0,11.0,40233829,garage,Barcelona,False,"Sant Antoni, Barcelona",Garaje en viladomat,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b1/19/12/276406561.jpg,https://www.idealista.com/inmueble/40233829/
1954,"calle de Melcior de Palau, 151",es,compactCar,garage,2895,Sants-Montjuïc,False,,,False,False,False,False,False,41.3814875,2.1390235,Barcelona,Sants,False,,2,rent,60.0,9.0,40151835,garage,Barcelona,True,"Sants, Barcelona","Garaje en calle de Melcior de Palau, 151",https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/65/40/bf/274853978.jpg,https://www.idealista.com/inmueble/40151835/
1955,"calle de Llaceres, 20",es,motorcycle,garage,11276,La Floresta - Les Planes,False,,,False,False,False,False,False,41.4652143,2.0904623,Sant Cugat del Vallès,,False,,1,rent,20.0,2.0,40136267,garage,Barcelona,True,"La Floresta - Les Planes, Sant Cugat del Vallès","Garaje en calle de Llaceres, 20",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/aa/34/d6/274524509.jpg,https://www.idealista.com/inmueble/40136267/
1956,"calle de Regàs, 14",es,compactCar,garage,2354,Sarrià-Sant Gervasi,False,,,False,False,False,False,False,41.3988247,2.1519028,Barcelona,Sant Gervasi - Galvany,False,,1,rent,120.0,,35737501,garage,Barcelona,True,"Sant Gervasi - Galvany, Barcelona","Garaje en calle de Regàs, 14",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/88/f0/10/185920529.jpg,https://www.idealista.com/inmueble/35737501/
1957,"calle del Rosari, 46",es,sedanCar,garage,3746,Sarrià-Sant Gervasi,False,,,False,False,False,False,False,41.3976217,2.1317022,Barcelona,Les Tres Torres,False,,2,rent,100.0,,36981025,garage,Barcelona,True,"Les Tres Torres, Barcelona","Garaje en calle del Rosari, 46",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8b/74/4e/207681528.jpg,https://www.idealista.com/inmueble/36981025/
1958,"calle de Gayarre, 68",es,motorcycle,garage,3045,Sants-Montjuïc,False,,,False,False,False,False,False,41.3731745,2.1405324,Barcelona,La Bordeta,False,,1,rent,25.0,,39991022,garage,Barcelona,True,"La Bordeta, Barcelona","Garaje en calle de Gayarre, 68",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5b/55/2b/271326813.jpg,https://www.idealista.com/inmueble/39991022/
1959,"calle d'Entença, 186",es,compactCar,garage,2412,Eixample,False,,,False,False,True,False,False,41.3845611,2.1444858,Barcelona,La Nova Esquerra de l'Eixample,False,,2,rent,85.0,9.0,39479572,garage,Barcelona,True,"La Nova Esquerra de l'Eixample, Barcelona","Garaje en calle d'Entença, 186",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/98/a5/1e/260715925.jpg,https://www.idealista.com/inmueble/39479572/
1960,"avenida de Martí Pujol, 581  - 587",es,motorcycle,garage,9973,Bufalà,False,,,False,False,False,False,False,41.4596967,2.2398359,Badalona,,False,,1,rent,30.0,,30318127,garage,Barcelona,True,"Bufalà, Badalona","Garaje en avenida de Martí Pujol, 581  - 587",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6e/79/ad/98368727.jpg,https://www.idealista.com/inmueble/30318127/
1961,"calle de Mallorca, 420",es,carAndMotorcycle,garage,2035,Eixample,False,,,False,False,False,False,False,41.4033477,2.1754162,Barcelona,La Sagrada Família,False,,2,rent,120.0,,39261511,garage,Barcelona,True,"La Sagrada Família, Barcelona","Garaje en calle de Mallorca, 420",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8d/fb/d7/283961144.jpg,https://www.idealista.com/inmueble/39261511/
1962,"avenida de Josep Tarradellas i Joan, 60",es,compactCar,garage,5300,Centre,False,,,False,False,False,False,False,41.3662104,2.1150659,Hospitalet de Llobregat,Sant Josep,False,,1,rent,50.0,6.0,39052846,garage,Barcelona,True,"Sant Josep, Hospitalet de Llobregat","Garaje en avenida de Josep Tarradellas i Joan, 60",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/aa/dc/09/252951011.jpg,https://www.idealista.com/inmueble/39052846/
1963,Coll Favà - Can Magí,es,compactCar,garage,12799,Coll Favà - Can Magí,False,02354,,False,False,,False,False,41.4821841,2.0909018,Sant Cugat del Vallès,,False,,2,rent,40.0,7.0,29786546,garage,Barcelona,False,"Coll Favà - Can Magí, Sant Cugat del Vallès",Garaje,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5d/8b/b5/582653328.jpg,https://www.idealista.com/inmueble/29786546/
1964,"calle de Gabriel y Galán, 18",es,sedanCar,garage,3213,Sant Martí,False,,,False,False,False,False,False,41.4118018,2.188149,Barcelona,El Clot,False,,1,rent,110.0,,38492107,garage,Barcelona,True,"El Clot, Barcelona","Garaje en calle de Gabriel y Galán, 18",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/88/a8/4a/237419921.jpg,https://www.idealista.com/inmueble/38492107/
1965,"paseo de la Zona Franca, 208",es,motorcycle,garage,3921,Sants-Montjuïc,False,,,False,False,False,False,False,41.3618185,2.1381,Barcelona,La Marina del Port,False,,1,rent,30.0,,35020926,garage,Barcelona,True,"La Marina del Port, Barcelona","Garaje en paseo de la Zona Franca, 208",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/df/2e/d3/274879289.jpg,https://www.idealista.com/inmueble/35020926/
1966,"torrent de Can Mariner, 35",es,motorcycle,garage,5352,Horta Guinardó,False,,,False,False,False,False,False,41.4325174,2.1623476,Barcelona,Horta,False,,1,rent,26.0,,37977300,garage,Barcelona,True,"Horta, Barcelona","Garaje en torrent de Can Mariner, 35",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/fa/ee/8d/228266175.jpg,https://www.idealista.com/inmueble/37977300/
1967,"calle de Biscaia, 321",es,compactCar,garage,3579,Sant Andreu,False,,,False,False,False,False,False,41.4149662,2.1894108,Barcelona,Navas,False,,2,rent,76.0,,37936515,garage,Barcelona,True,"Navas, Barcelona","Garaje en calle de Biscaia, 321",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/42/e5/28/227502010.jpg,https://www.idealista.com/inmueble/37936515/
1968,"calle de Simancas, 5",es,sedanCar,garage,6786,Artigas - Llefià,False,,,False,False,False,False,False,41.4348354,2.2205773,Badalona,,False,,1,rent,80.0,,36724116,garage,Barcelona,True,"Artigas - Llefià, Badalona","Garaje en calle de Simancas, 5",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/05/1b/10/203823512.jpg,https://www.idealista.com/inmueble/36724116/
1969,"calle de l'Equador, 89",es,motorcycle,garage,2964,Les Corts,False,,,False,False,False,False,False,41.3877502,2.1380357,Barcelona,Les Corts,False,,2,rent,80.0,,36724056,garage,Barcelona,True,"Les Corts, Barcelona","Garaje en calle de l'Equador, 89",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6e/4d/0c/209093014.jpg,https://www.idealista.com/inmueble/36724056/
1970,"calle de Ramon Llull, 14",es,compactCar,garage,13425,Parc Central - Colomer,False,,,False,False,False,False,False,41.475869,2.0671976,Sant Cugat del Vallès,,False,,2,rent,60.0,,36101093,garage,Barcelona,True,"Parc Central - Colomer, Sant Cugat del Vallès","Garaje en calle de Ramon Llull, 14",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/56/b1/7a/191790892.jpg,https://www.idealista.com/inmueble/36101093/
1971,"calle de Josep Irla, 13",es,sedanCar,garage,13314,Can Matas,False,,,False,False,False,False,False,41.4736,2.06581,Sant Cugat del Vallès,,False,,2,rent,55.0,,36055292,garage,Barcelona,True,"Can Matas, Sant Cugat del Vallès","Garaje en calle de Josep Irla, 13",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/10/b3/dc/191069117.jpg,https://www.idealista.com/inmueble/36055292/
1972,"gran via de carles iii, 62",es,motorcycle,garage,3797,Les Corts,False,,,False,False,True,False,False,41.3840358,2.1278966,Barcelona,Les Corts,False,,1,rent,30.0,,31219454,garage,Barcelona,True,"Les Corts, Barcelona","Garaje en gran via de carles iii, 62",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6c/7b/dc/182967024.jpg,https://www.idealista.com/inmueble/31219454/
1973,"calle Industria, 41",es,motorcycle,garage,2163,Gràcia,False,,,False,False,False,False,False,41.4038812,2.1666066,Barcelona,El Camp d'En Grassot i Gràcia Nova,False,,2,rent,35.0,,2412494,garage,Barcelona,True,"El Camp d'En Grassot i Gràcia Nova, Barcelona","Garaje en calle Industria, 41",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/32/8d/d5/3890692.jpg,https://www.idealista.com/inmueble/2412494/
1974,calle de matanzas,es,compactCar,garage,3972,Sant Andreu,False,PK MATANZAS 406X201 - PABLO 605 05 17 33,,False,False,False,False,False,41.4200863,2.1830219,Barcelona,El Congrés i els Indians,False,,1,rent,70.0,,34073093,garage,Barcelona,False,"El Congrés i els Indians, Barcelona",Garaje en calle de matanzas,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d1/40/fd/157788690.jpg,https://www.idealista.com/inmueble/34073093/
1975,"calle de nicaragua, 74",es,compactCar,garage,2782,Les Corts,False,,,False,False,True,False,False,41.3843934,2.1400602,Barcelona,Les Corts,False,,2,rent,110.0,8.0,39601426,garage,Barcelona,True,"Les Corts, Barcelona","Garaje en calle de nicaragua, 74",https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/fc/eb/38/141165225.jpg,https://www.idealista.com/inmueble/39601426/
1976,"gran via de les corts catalanes, 133",es,sedanCar,garage,3783,Sants-Montjuïc,False,,,False,False,True,False,False,41.365644,2.1361942,Barcelona,La Bordeta,False,,1,rent,110.0,,30868188,garage,Barcelona,True,"La Bordeta, Barcelona","Garaje en gran via de les corts catalanes, 133",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8d/c7/95/107346724.jpg,https://www.idealista.com/inmueble/30868188/
1977,"calle de la Torre Dels Pardals, 8",es,motorcycle,garage,4194,Horta Guinardó,False,,,False,False,False,False,False,41.422796,2.1752467,Barcelona,El Guinardó,False,,2,rent,35.0,,30193127,garage,Barcelona,True,"El Guinardó, Barcelona","Garaje en calle de la Torre Dels Pardals, 8",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ad/c5/82/96280484.jpg,https://www.idealista.com/inmueble/30193127/
1978,"calle Ángel, 8",es,sedanCar,garage,2522,Gràcia,False,,,False,False,False,False,False,41.4020345,2.153268,Barcelona,Vila de Gràcia,False,,2,rent,130.0,,2391221,garage,Barcelona,True,"Vila de Gràcia, Barcelona","Garaje en calle Ángel, 8",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b8/98/f6/582272659.jpg,https://www.idealista.com/inmueble/2391221/
1979,"avenida Martí Pujol, 581",es,motorcycle,garage,9973,Bufalà,False,,,False,False,True,False,False,41.4596967,2.2398359,Badalona,,False,,1,rent,30.0,,35605869,garage,Barcelona,True,"Bufalà, Badalona","Garaje en avenida Martí Pujol, 581",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ea/31/ae/72417898.jpg,https://www.idealista.com/inmueble/35605869/
1980,"calle d'Elisa, 28",es,sedanCar,garage,3553,Sarrià-Sant Gervasi,False,,,False,False,True,False,False,41.4056774,2.1407961,Barcelona,El Putxet i el Farró,False,,1,rent,90.0,,27738302,garage,Barcelona,True,"El Putxet i el Farró, Barcelona","Garaje en calle d'Elisa, 28",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ff/f5/17/61281264.jpg,https://www.idealista.com/inmueble/27738302/
1981,"calle Gran Vía de las Cortes Catalanas, 133",es,sedanCar,garage,3783,Sants-Montjuïc,False,,,False,False,True,False,False,41.3656363,2.136206,Barcelona,La Bordeta,False,,1,rent,120.0,,27346956,garage,Barcelona,True,"La Bordeta, Barcelona","Garaje en calle Gran Vía de las Cortes Catalanas, 133",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c3/98/8e/54207986.jpg,https://www.idealista.com/inmueble/27346956/
1982,"calle Góngora, 27",es,carAndMotorcycle,garage,6495,Nou Barris,False,,,False,False,True,False,False,41.4434999,2.1751063,Barcelona,Verdun,False,,2,rent,150.0,,26514415,garage,Barcelona,True,"Verdun, Barcelona","Garaje en calle Góngora, 27",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c6/e5/c3/43057688.jpg,https://www.idealista.com/inmueble/26514415/
1983,"calle Ribes, 31",es,sedanCar,garage,1276,Eixample,False,,,False,False,False,False,False,41.3948419,2.1814906,Barcelona,El Fort Pienc,False,,2,rent,95.0,,25067243,garage,Barcelona,True,"El Fort Pienc, Barcelona","Garaje en calle Ribes, 31",https://img3.idealista.com/blur/WEB_LISTING/270/id.pro.es.image.master/48/d7/d3/63363303.jpg,https://www.idealista.com/inmueble/25067243/
1984,"avenida Doctor Bassols, 172",es,carAndMotorcycle,garage,7514,Artigas - Llefià,False,,,False,False,False,False,False,41.4436389,2.2184322,Badalona,,False,,2,rent,75.0,,25838873,garage,Barcelona,True,"Artigas - Llefià, Badalona","Garaje en avenida Doctor Bassols, 172",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/32/d8/d4/304305.jpg,https://www.idealista.com/inmueble/25838873/
1985,"calle Rafael Campalans, 30",es,compactCar,garage,4517,Collblanc,False,,,False,False,False,False,False,41.3736422,2.1214492,Hospitalet de Llobregat,Collblanc,False,,1,rent,70.0,,2399594,garage,Barcelona,True,"Collblanc, Hospitalet de Llobregat","Garaje en calle Rafael Campalans, 30",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/55/b2/f9/70272827.jpg,https://www.idealista.com/inmueble/2399594/
1986,"avenida Meridiana, 1",es,sedanCar,garage,1331,Sant Martí,False,,,False,False,False,False,False,41.3915294,2.186862,Barcelona,El Parc i la Llacuna del Poblenou,False,,2,rent,90.0,,2368209,garage,Barcelona,True,"El Parc i la Llacuna del Poblenou, Barcelona","Garaje en avenida Meridiana, 1",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/85/27/67/6877370.jpg,https://www.idealista.com/inmueble/2368209/
1987,"avenida Madrid, 156",es,motorcycle,garage,3596,Sants-Montjuïc,False,,,False,False,True,False,False,41.3802295,2.1307849,Barcelona,Sants,False,,1,rent,30.0,,2368499,garage,Barcelona,True,"Sants, Barcelona","Garaje en avenida Madrid, 156",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b0/c8/28/5267009.jpg,https://www.idealista.com/inmueble/2368499/
1988,"calle Sant Pere d´Abanto, 4",es,sedanCar,garage,2919,Sants-Montjuïc,False,,,False,False,True,False,False,41.3715292,2.1434489,Barcelona,Hostafrancs,False,,2,rent,75.0,,2369276,garage,Barcelona,True,"Hostafrancs, Barcelona","Garaje en calle Sant Pere d´Abanto, 4",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/99/90/f2/8765242.jpg,https://www.idealista.com/inmueble/2369276/
1989,"avenida Meridiana, 628",es,sedanCar,garage,6642,Sant Andreu,False,,,False,False,True,False,False,41.4439444,2.1871609,Barcelona,Sant Andreu,False,,2,rent,100.0,,2366964,garage,Barcelona,True,"Sant Andreu, Barcelona","Garaje en avenida Meridiana, 628",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/94/42/43/3104410.jpg,https://www.idealista.com/inmueble/2366964/
1990,"calle Alcalde Ferrer i Mones, 51",es,motorcycle,garage,8916,Eixample,False,,,False,False,False,False,False,41.3238474,2.1044421,El Prat de Llobregat,,False,,2,rent,35.0,,2361763,garage,Barcelona,True,"Eixample, El Prat de Llobregat","Garaje en calle Alcalde Ferrer i Mones, 51",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/94/c6/18/921687.jpg,https://www.idealista.com/inmueble/2361763/
1991,calle Tarrega s/n,es,compactCar,garage,8511,La Gavarra,False,,,False,False,False,False,False,41.3584015,2.0778015,Cornellà de Llobregat,,False,,2,rent,60.0,,2355777,garage,Barcelona,True,"La Gavarra, Cornellà de Llobregat",Garaje en calle Tarrega s/n,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/32/79/9f/5246951.jpg,https://www.idealista.com/inmueble/2355777/
1992,"calle Bertran, 32",es,sedanCar,garage,3572,Sarrià-Sant Gervasi,False,,,False,False,True,False,False,41.4052364,2.1400249,Barcelona,El Putxet i el Farró,False,,1,rent,100.0,,2355790,garage,Barcelona,True,"El Putxet i el Farró, Barcelona","Garaje en calle Bertran, 32",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/85/cb/bb/930210.jpg,https://www.idealista.com/inmueble/2355790/
1993,"avenida Josep Tarradellas, 91",es,twoCars,garage,2625,Les Corts,False,,,False,False,False,False,False,41.3864825,2.1419803,Barcelona,Les Corts,False,,1,rent,150.0,,2358607,garage,Barcelona,True,"Les Corts, Barcelona","Garaje en avenida Josep Tarradellas, 91",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/5e/de/91/3848889.jpg,https://www.idealista.com/inmueble/2358607/
